1029279.05305	5573202.49447
1029279.05305	5573202.49447
1029279.05305	5573202.49447
1029279.05305	5573202.49447
1029279.05305	5573202.49447
1029279.05305	5573202.49447
1029279.05305	5573202.49447
1029279.05305	5573202.49447
1029279.05305	5573202.49447
1029279.05305	5573202.49447
1029279.05305	5573202.49447
1029279.05305	5573202.49447
1029279.08887	5573202.30909
1029279.08887	5573202.30909
1029279.08887	5573202.30909
1029278.93415	5573202.49447
1029278.77944	5573202.67985
1029278.77944	5573202.67985
1029278.77944	5573202.67985
1029278.81525	5573202.49447
1029278.81525	5573202.49447
1029278.96997	5573202.30909
1029279.1605	5573201.93832
1029278.91124	5573201.38217
1029278.55454	5573201.38217
1029278.26947	5573201.01141
1029278.26947	5573201.01141
1029278.18638	5573200.82602
1029278.18638	5573200.82602
1029278.13911	5573200.45526
1029278.12766	5573199.89911
1029278.2351	5573199.34296
1029278.37836	5573198.60143
1029278.72361	5573198.04528
1029278.79524	5573197.67451
1029278.74797	5573197.30375
1029279.09321	5573196.7476
1029278.9514	5573195.6353
1029279.04739	5573194.523
1029279.04739	5573194.523
1029279.36973	5573192.85455
1029279.4299	5573191.92764
1029279.63189	5573192.11302
1029279.90551	5573191.92764
1029280.14331	5573191.92764
1029280.66618	5573192.2984
1029281.42686	5573192.66917
1029282.58005	5573192.85455
1029283.65016	5573192.85455
1029284.48247	5573192.85455
1029285.43368	5573192.85455
1029286.5396	5573192.66917
1029287.45499	5573192.85455
1029287.45499	5573192.85455
1029288.33457	5573193.22532
1029289.09525	5573193.59608
1029289.09525	5573193.59608
1029290.01064	5573193.78147
1029290.92603	5573193.96685
1029291.56781	5573194.33762
1029292.2454	5573194.523
1029292.45884	5573195.26453
1029292.86281	5573195.6353
1029293.23097	5573196.19145
1029293.63494	5573196.56221
1029294.03891	5573196.93298
1029294.60906	5573197.67451
1029294.60906	5573197.67451
1029295.1792	5573198.41604
1029295.90406	5573198.97219
1029296.73636	5573198.97219
1029297.56867	5573198.97219
1029298.56715	5573199.34296
1029298.56715	5573199.34296
1029299.22037	5573200.26987
1029299.11292	5573200.82602
1029299.11292	5573200.82602
1029299.04129	5573201.19679
1029298.96966	5573201.56756
1029298.96966	5573201.56756
1029298.89803	5573201.93832
1029299.11147	5573202.67985
1029299.28909	5573203.60677
1029299.53835	5573204.16292
1029299.75178	5573204.90445
1029300.08412	5573205.64598
1029300.08412	5573205.64598
1029300.33338	5573206.20213
1029300.70153	5573206.75828
1029301.14132	5573206.94366
1029301.3433	5573207.12905
1029301.46221	5573207.12905
1029301.62837	5573207.49981
1029301.86618	5573207.49981
1029302.02089	5573207.31443
1029302.13979	5573207.31443
1029302.17561	5573207.12905
1029302.33033	5573206.94366
1029302.36614	5573206.75828
1029302.52086	5573206.5729
1029302.52086	5573206.5729
1029302.52086	5573206.5729
1029302.75866	5573206.5729
1029302.75866	5573206.5729
1029303.00791	5573207.12905
1029303.37607	5573207.6852
1029303.70841	5573208.42673
1029304.00493	5573209.35364
1029304.42035	5573210.28056
1029304.75269	5573211.02209
1029304.77559	5573212.13439
1029304.98903	5573212.87592
1029305.04775	5573213.80284
1029305.02339	5573214.54437
1029305.02339	5573214.54437
1029305.15374	5573215.10052
1029305.55771	5573215.47129
1029305.72388	5573215.84205
1029306.04476	5573216.02743
1029306.36565	5573216.21282
1029306.36565	5573216.21282
1029306.3771	5573216.76897
1029306.46018	5573216.95435
1029306.57908	5573216.95435
1029306.81688	5573216.95435
1029306.6378	5573217.88127
1029306.56617	5573218.25203
1029306.37564	5573218.6228
1029306.37564	5573218.6228
1029306.14929	5573219.17895
1029305.42297	5573220.47663
1029305.42297	5573220.47663
1029305.26825	5573220.66201
1029304.81556	5573221.77431
1029303.88726	5573222.88661
1029303.04204	5573224.18429
1029302.12519	5573225.85274
1029302.12519	5573225.85274
1029301.36306	5573227.3358
1029300.60093	5573228.81887
1029300.60093	5573228.81887
1029299.8388	5573230.30193
1029299.1483	5573231.41423
1029299.1483	5573231.41423
1029298.61252	5573232.34114
1029298.24291	5573233.63882
1029298.24291	5573233.63882
1029297.71858	5573235.12189
1029297.34897	5573236.41957
1029297.2057	5573237.1611
1029296.70574	5573237.90264
1029296.70574	5573237.90264
1029296.21722	5573239.20032
1029295.95506	5573239.94185
1029295.53818	5573240.86876
1029295.20438	5573241.98106
1029294.98948	5573243.09336
1029294.07264	5573244.76181
1029293.22743	5573246.05949
1029292.03697	5573247.91332
1029290.27491	5573250.87945
1029290.27491	5573250.87945
1029288.89392	5573253.10405
1029287.73928	5573254.77249
1029287.73928	5573254.77249
1029286.50155	5573256.25556
1029285.33546	5573257.36786
1029285.33546	5573257.36786
1029284.13355	5573258.66554
1029283.08636	5573259.77784
1029283.08636	5573259.77784
1029281.95609	5573260.70475
1029280.90889	5573261.81705
1029279.65972	5573262.74396
1029278.41055	5573263.67088
1029277.32754	5573264.96856
1029276.39925	5573266.08086
1029275.38787	5573267.00777
1029274.22178	5573268.12007
1029273.17459	5573269.23237
1029271.92542	5573270.15929
1029271.92542	5573270.15929
1029270.62898	5573270.71544
1029269.33254	5573271.27159
1029268.10774	5573271.45697
1029267.0491	5573272.01312
1029266.10935	5573272.56927
1029266.10935	5573272.56927
1029265.1338	5573273.3108
1029264.07516	5573273.86695
1029264.07516	5573273.86695
1029262.9807	5573274.60848
1029261.80316	5573275.16463
1029260.66144	5573275.5354
1029260.66144	5573275.5354
1029259.4839	5573276.09154
1029258.34218	5573276.46231
1029257.20046	5573276.83308
1029256.05873	5573277.20384
1029254.95283	5573277.38923
1029253.93	5573277.75999
1029252.8241	5573277.94538
1029252.8241	5573277.94538
1029251.68238	5573278.31614
1029250.42175	5573278.68691
1029249.31585	5573278.87229
1029248.05523	5573279.24306
1029246.91351	5573279.61382
1029245.8076	5573279.79921
1029244.54698	5573280.16997
1029243.44107	5573280.35535
1029243.44107	5573280.35535
1029242.21627	5573280.54074
1029241.22926	5573280.72612
1029240.36115	5573280.9115
1029239.61194	5573281.09689
1029239.13635	5573281.09689
1029239.10053	5573281.28227
1029239.5045	5573281.65304
1029239.5045	5573281.65304
1029240.31243	5573282.39457
1029241.15618	5573282.95072
1029241.15618	5573282.95072
1029242.03574	5573283.32148
1029243.1531	5573283.69225
1029243.1531	5573283.69225
1029244.15156	5573284.06302
1029245.15003	5573284.43378
1029245.15003	5573284.43378
1029246.14849	5573284.80455
1029247.11113	5573285.3607
1029247.11113	5573285.3607
1029247.91906	5573286.10223
1029248.64391	5573286.65838
1029248.64391	5573286.65838
1029249.13096	5573287.21453
1029249.46329	5573287.95606
1029250.15233	5573288.69759
1029250.84136	5573289.43912
1029251.4473	5573289.99527
1029252.17215	5573290.55142
1029253.13479	5573291.10757
1029253.13479	5573291.10757
1029254.01435	5573291.47834
1029254.92973	5573291.66372
1029255.76202	5573291.66372
1029256.86792	5573291.47834
1029257.86638	5573291.8491
1029258.59123	5573292.40525
1029258.59123	5573292.40525
1029259.3877	5573292.59064
1029260.26726	5573292.9614
1029261.62242	5573293.33217
1029262.89449	5573293.51755
1029262.90594	5573294.0737
1029262.25127	5573295.00062
1029261.78712	5573295.55677
1029261.2399	5573295.92753
1029260.80012	5573295.74215
1029260.36034	5573295.55677
1029260.36034	5573295.55677
1029259.73003	5573295.74215
1029258.98082	5573295.92753
1029258.11271	5573296.11291
1029257.48241	5573296.2983
1029256.81628	5573296.66906
1029255.91236	5573297.03983
1029254.88954	5573297.4106
1029254.88954	5573297.4106
1029253.90254	5573297.59598
1029252.76082	5573297.96675
1029252.76082	5573297.96675
1029251.738	5573298.33751
1029250.59628	5573298.70828
1029249.57346	5573299.07904
1029248.82425	5573299.26443
1029248.82425	5573299.26443
1029248.11086	5573299.26443
1029247.12386	5573299.44981
1029246.25575	5573299.63519
1029245.14985	5573299.82058
1029244.28174	5573300.00596
1029243.09276	5573300.00596
1029241.82069	5573299.82058
1029240.54862	5573299.63519
1029240.54862	5573299.63519
1029239.27655	5573299.44981
1029238.44426	5573299.44981
1029237.40999	5573299.26443
1029236.4588	5573299.26443
1029236.4588	5573299.26443
1029234.86585	5573298.89366
1029233.35598	5573298.70828
1029232.00082	5573298.33751
1029230.76457	5573297.96675
1029229.32633	5573297.4106
1029227.76919	5573296.85445
1029226.09315	5573296.2983
1029226.09315	5573296.2983
1029224.65491	5573295.74215
1029223.33557	5573295.186
1029223.33557	5573295.186
1029221.77843	5573294.62985
1029220.42328	5573294.25908
1029220.42328	5573294.25908
1029219.18702	5573293.88832
1029217.99803	5573293.88832
1029217.99803	5573293.88832
1029216.77323	5573294.0737
1029215.18028	5573293.70293
1029215.18028	5573293.70293
1029213.34953	5573293.33217
1029212.07745	5573293.14679
1029212.07745	5573293.14679
1029210.63921	5573292.59064
1029209.36714	5573292.40525
1029207.89308	5573292.03449
1029206.41902	5573291.66372
1029206.41902	5573291.66372
1029204.541	5573290.92219
1029202.90077	5573290.18066
1029202.90077	5573290.18066
1029200.66605	5573289.43912
1029198.84675	5573289.62451
1029198.84675	5573289.62451
1029197.02746	5573289.80989
1029195.83847	5573289.80989
1029195.08926	5573289.99527
1029194.10226	5573290.18066
1029193.28143	5573290.73681
1029192.93619	5573291.29296
1029192.70985	5573291.8491
1029192.70985	5573291.8491
1029191.63976	5573291.8491
1029190.60549	5573291.66372
1029190.60549	5573291.66372
1029189.6543	5573291.66372
1029188.4295	5573291.8491
1029188.4295	5573291.8491
1029188.03699	5573292.03449
1029187.96536	5573292.40525
1029187.96536	5573292.40525
1029187.57285	5573292.59064
1029186.85946	5573292.59064
1029186.85946	5573292.59064
1029186.14607	5573292.59064
1029185.36105	5573292.9614
1029184.33823	5573293.33217
1029182.98307	5573292.9614
1029181.62791	5573292.59064
1029180.30857	5573292.03449
1029179.55936	5573292.21987
1029178.79869	5573291.8491
1029178.79869	5573291.8491
1029177.88332	5573291.66372
1029176.64706	5573291.29296
1029175.64859	5573290.92219
1029174.61431	5573290.73681
1029172.96262	5573289.43912
1029172.96262	5573289.43912
1029171.39401	5573288.32683
1029170.0632	5573287.21453
1029170.0632	5573287.21453
1029169.01746	5573286.473
1029168.57768	5573286.28761
1029167.69811	5573285.91685
1029166.80708	5573284.98993
1029166.11804	5573284.2484
1029165.54789	5573283.50687
1029164.82304	5573282.95072
1029164.13399	5573282.20919
1029163.64693	5573281.65304
1029163.75437	5573281.09689
1029163.75437	5573281.09689
1029163.69563	5573280.16997
1029163.92197	5573279.61382
1029164.6239	5573279.05767
1029164.96913	5573278.50152
1029165.70688	5573277.75999
1029165.70688	5573277.75999
1029166.76551	5573277.20384
1029167.82414	5573276.64769
1029168.68078	5573275.90616
1029169.77522	5573275.16463
1029170.71495	5573274.60848
1029171.61887	5573274.23771
1029172.4397	5573273.68156
1029172.4397	5573273.68156
1029173.22472	5573273.3108
1029174.00974	5573272.94003
1029175.03256	5573272.56927
1029175.93648	5573272.1985
1029175.93648	5573272.1985
1029176.75731	5573271.64235
1029177.73286	5573270.90082
1029178.87457	5573270.53005
1029179.89739	5573270.15929
1029179.89739	5573270.15929
1029180.99184	5573269.41775
1029181.81267	5573268.86161
1029182.78822	5573268.12007
1029183.91847	5573267.19316
1029184.97711	5573266.63701
1029186.07155	5573265.89548
1029187.2849	5573265.15394
1029188.22463	5573264.5978
1029189.40216	5573264.04165
1029189.40216	5573264.04165
1029190.54388	5573263.67088
1029191.75723	5573262.92935
1029191.75723	5573262.92935
1029192.97057	5573262.18782
1029194.18392	5573261.44628
1029195.12366	5573260.89013
1029196.0992	5573260.1486
1029196.0992	5573260.1486
1029197.22947	5573259.22169
1029198.20501	5573258.48015
1029198.20501	5573258.48015
1029199.21638	5573257.55324
1029200.38245	5573256.44094
1029201.15601	5573255.51403
1029201.85795	5573254.95788
1029202.63151	5573254.03096
1029203.20309	5573252.91866
1029204.01247	5573251.80636
1029204.82185	5573250.69407
1029204.82185	5573250.69407
1029205.51232	5573249.58177
1029206.3217	5573248.46947
1029206.3217	5573248.46947
